Lower layer Super Output Areas Code,Lower layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E01008445,Newcastle upon Tyne 031D,5,"Asian, Asian British or Asian Welsh: Other Asian",21
E01008445,Newcastle upon Tyne 031D,6,"Black, Black British, Black Welsh, Caribbean or African: African",3
E01008445,Newcastle upon Tyne 031D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008445,Newcastle upon Tyne 031D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008445,Newcastle upon Tyne 031D,9,Mixed or Multiple ethnic groups: White and Asian,16
E01008445,Newcastle upon Tyne 031D,10,Mixed or Multiple ethnic groups: White and Black African,0
E01008445,Newcastle upon Tyne 031D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4
E01008445,Newcastle upon Tyne 031D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5
E01008445,Newcastle upon Tyne 031D,13,"White: English, Welsh, Scottish, Northern Irish or British",1944
E01008445,Newcastle upon Tyne 031D,14,White: Irish,11
E01008445,Newcastle upon Tyne 031D,15,White: Gypsy or Irish Traveller,10
E01008445,Newcastle upon Tyne 031D,16,White: Roma,0
E01008445,Newcastle upon Tyne 031D,17,White: Other White,31
E01008445,Newcastle upon Tyne 031D,18,Other ethnic group: Arab,1
E01008445,Newcastle upon Tyne 031D,19,Other ethnic group: Any other ethnic group,3
E01008446,Newcastle upon Tyne 031E,-8,Does not apply,0
E01008446,Newcastle upon Tyne 031E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6
E01008446,Newcastle upon Tyne 031E,2,"Asian, Asian British or Asian Welsh: Chinese",0
E01008446,Newcastle upon Tyne 031E,3,"Asian, Asian British or Asian Welsh: Indian",18
E01008446,Newcastle upon Tyne 031E,4,"Asian, Asian British or Asian Welsh: Pakistani",0
E01008446,Newcastle upon Tyne 031E,5,"Asian, Asian British or Asian Welsh: Other Asian",4
E01008446,Newcastle upon Tyne 031E,6,"Black, Black British, Black Welsh, Caribbean or African: African",1
E01008446,Newcastle upon Tyne 031E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008446,Newcastle upon Tyne 031E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008446,Newcastle upon Tyne 031E,9,Mixed or Multiple ethnic groups: White and Asian,0
E01008446,Newcastle upon Tyne 031E,10,Mixed or Multiple ethnic groups: White and Black African,2
E01008446,Newcastle upon Tyne 031E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,0
E01008446,Newcastle upon Tyne 031E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1
E01008446,Newcastle upon Tyne 031E,13,"White: English, Welsh, Scottish, Northern Irish or British",1312
E01008446,Newcastle upon Tyne 031E,14,White: Irish,3
E01008446,Newcastle upon Tyne 031E,15,White: Gypsy or Irish Traveller,0
E01008446,Newcastle upon Tyne 031E,16,White: Roma,0
E01008446,Newcastle upon Tyne 031E,17,White: Other White,3
E01008446,Newcastle upon Tyne 031E,18,Other ethnic group: Arab,0
E01008446,Newcastle upon Tyne 031E,19,Other ethnic group: Any other ethnic group,0
E01008447,Newcastle upon Tyne 031F,-8,Does not apply,0
E01008447,Newcastle upon Tyne 031F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5
E01008447,Newcastle upon Tyne 031F,2,"Asian, Asian British or Asian Welsh: Chinese",8
E01008447,Newcastle upon Tyne 031F,3,"Asian, Asian British or Asian Welsh: Indian",22
E01008447,Newcastle upon Tyne 031F,4,"Asian, Asian British or Asian Welsh: Pakistani",0
E01008447,Newcastle upon Tyne 031F,5,"Asian, Asian British or Asian Welsh: Other Asian",6
E01008447,Newcastle upon Tyne 031F,6,"Black, Black British, Black Welsh, Caribbean or African: African",0
E01008447,Newcastle upon Tyne 031F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008447,Newcastle upon Tyne 031F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008447,Newcastle upon Tyne 031F,9,Mixed or Multiple ethnic groups: White and Asian,4
E01008447,Newcastle upon Tyne 031F,10,Mixed or Multiple ethnic groups: White and Black African,0
E01008447,Newcastle upon Tyne 031F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,0
E01008447,Newcastle upon Tyne 031F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2
E01008447,Newcastle upon Tyne 031F,13,"White: English, Welsh, Scottish, Northern Irish or British",1240
E01008447,Newcastle upon Tyne 031F,14,White: Irish,5
E01008447,Newcastle upon Tyne 031F,15,White: Gypsy or Irish Traveller,0
E01008447,Newcastle upon Tyne 031F,16,White: Roma,0
E01008447,Newcastle upon Tyne 031F,17,White: Other White,6
E01008447,Newcastle upon Tyne 031F,18,Other ethnic group: Arab,1
E01008447,Newcastle upon Tyne 031F,19,Other ethnic group: Any other ethnic group,1
E01008448,Newcastle upon Tyne 031G,-8,Does not apply,0
E01008448,Newcastle upon Tyne 031G,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008448,Newcastle upon Tyne 031G,2,"Asian, Asian British or Asian Welsh: Chinese",2
E01008448,Newcastle upon Tyne 031G,3,"Asian, Asian British or Asian Welsh: Indian",2
E01008448,Newcastle upon Tyne 031G,4,"Asian, Asian British or Asian Welsh: Pakistani",5
E01008448,Newcastle upon Tyne 031G,5,"Asian, Asian British or Asian Welsh: Other Asian",5
E01008448,Newcastle upon Tyne 031G,6,"Black, Black British, Black Welsh, Caribbean or African: African",3
E01008448,Newcastle upon Tyne 031G,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008448,Newcastle upon Tyne 031G,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008448,Newcastle upon Tyne 031G,9,Mixed or Multiple ethnic groups: White and Asian,6
E01008448,Newcastle upon Tyne 031G,10,Mixed or Multiple ethnic groups: White and Black African,0
E01008448,Newcastle upon Tyne 031G,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1
E01008448,Newcastle upon Tyne 031G,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,0
E01008448,Newcastle upon Tyne 031G,13,"White: English, Welsh, Scottish, Northern Irish or British",1336
E01008448,Newcastle upon Tyne 031G,14,White: Irish,5
E01008448,Newcastle upon Tyne 031G,15,White: Gypsy or Irish Traveller,0
E01008448,Newcastle upon Tyne 031G,16,White: Roma,0
E01008448,Newcastle upon Tyne 031G,17,White: Other White,9
E01008448,Newcastle upon Tyne 031G,18,Other ethnic group: Arab,0
E01008448,Newcastle upon Tyne 031G,19,Other ethnic group: Any other ethnic group,2
E01008449,Newcastle upon Tyne 022D,-8,Does not apply,0
E01008449,Newcastle upon Tyne 022D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",96
E01008449,Newcastle upon Tyne 022D,2,"Asian, Asian British or Asian Welsh: Chinese",6
E01008449,Newcastle upon Tyne 022D,3,"Asian, Asian British or Asian Welsh: Indian",231
E01008449,Newcastle upon Tyne 022D,4,"Asian, Asian British or Asian Welsh: Pakistani",435
E01008449,Newcastle upon Tyne 022D,5,"Asian, Asian British or Asian Welsh: Other Asian",92
E01008449,Newcastle upon Tyne 022D,6,"Black, Black British, Black Welsh, Caribbean or African: African",144
E01008449,Newcastle upon Tyne 022D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4
E01008449,Newcastle upon Tyne 022D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
E01008449,Newcastle upon Tyne 022D,9,Mixed or Multiple ethnic groups: White and Asian,19
E01008449,Newcastle upon Tyne 022D,10,Mixed or Multiple ethnic groups: White and Black African,1
E01008449,Newcastle upon Tyne 022D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7
E01008449,Newcastle upon Tyne 022D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,37
E01008449,Newcastle upon Tyne 022D,13,"White: English, Welsh, Scottish, Northern Irish or British",443
E01008449,Newcastle upon Tyne 022D,14,White: Irish,8
E01008449,Newcastle upon Tyne 022D,15,White: Gypsy or Irish Traveller,0
E01008449,Newcastle upon Tyne 022D,16,White: Roma,18
E01008449,Newcastle upon Tyne 022D,17,White: Other White,170
E01008449,Newcastle upon Tyne 022D,18,Other ethnic group: Arab,83
E01008449,Newcastle upon Tyne 022D,19,Other ethnic group: Any other ethnic group,73
E01008450,Newcastle upon Tyne 016B,-8,Does not apply,0
E01008450,Newcastle upon Tyne 016B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",110
E01008450,Newcastle upon Tyne 016B,2,"Asian, Asian British or Asian Welsh: Chinese",19
E01008450,Newcastle upon Tyne 016B,3,"Asian, Asian British or Asian Welsh: Indian",106
E01008450,Newcastle upon Tyne 016B,4,"Asian, Asian British or Asian Welsh: Pakistani",185
E01008450,Newcastle upon Tyne 016B,5,"Asian, Asian British or Asian Welsh: Other Asian",48
E01008450,Newcastle upon Tyne 016B,6,"Black, Black British, Black Welsh, Caribbean or African: African",58
E01008450,Newcastle upon Tyne 016B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008450,Newcastle upon Tyne 016B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",13
E01008450,Newcastle upon Tyne 016B,9,Mixed or Multiple ethnic groups: White and Asian,13
E01008450,Newcastle upon Tyne 016B,10,Mixed or Multiple ethnic groups: White and Black African,17
E01008450,Newcastle upon Tyne 016B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1
E01008450,Newcastle upon Tyne 016B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7
E01008450,Newcastle upon Tyne 016B,13,"White: English, Welsh, Scottish, Northern Irish or British",1051
E01008450,Newcastle upon Tyne 016B,14,White: Irish,1
E01008450,Newcastle upon Tyne 016B,15,White: Gypsy or Irish Traveller,5
E01008450,Newcastle upon Tyne 016B,16,White: Roma,6
E01008450,Newcastle upon Tyne 016B,17,White: Other White,61
E01008450,Newcastle upon Tyne 016B,18,Other ethnic group: Arab,19
E01008450,Newcastle upon Tyne 016B,19,Other ethnic group: Any other ethnic group,51
E01008451,Newcastle upon Tyne 016C,-8,Does not apply,0
E01008451,Newcastle upon Tyne 016C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",52
E01008451,Newcastle upon Tyne 016C,2,"Asian, Asian British or Asian Welsh: Chinese",39
E01008451,Newcastle upon Tyne 016C,3,"Asian, Asian British or Asian Welsh: Indian",99
E01008451,Newcastle upon Tyne 016C,4,"Asian, Asian British or Asian Welsh: Pakistani",137
E01008451,Newcastle upon Tyne 016C,5,"Asian, Asian British or Asian Welsh: Other Asian",42
E01008451,Newcastle upon Tyne 016C,6,"Black, Black British, Black Welsh, Caribbean or African: African",62
E01008451,Newcastle upon Tyne 016C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008451,Newcastle upon Tyne 016C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",11
E01008451,Newcastle upon Tyne 016C,9,Mixed or Multiple ethnic groups: White and Asian,12
E01008451,Newcastle upon Tyne 016C,10,Mixed or Multiple ethnic groups: White and Black African,18
E01008451,Newcastle upon Tyne 016C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008451,Newcastle upon Tyne 016C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4
E01008451,Newcastle upon Tyne 016C,13,"White: English, Welsh, Scottish, Northern Irish or British",1235
E01008451,Newcastle upon Tyne 016C,14,White: Irish,0
E01008451,Newcastle upon Tyne 016C,15,White: Gypsy or Irish Traveller,0
E01008451,Newcastle upon Tyne 016C,16,White: Roma,10
E01008451,Newcastle upon Tyne 016C,17,White: Other White,99
E01008451,Newcastle upon Tyne 016C,18,Other ethnic group: Arab,37
E01008451,Newcastle upon Tyne 016C,19,Other ethnic group: Any other ethnic group,35
E01008452,Newcastle upon Tyne 016D,-8,Does not apply,0
E01008452,Newcastle upon Tyne 016D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",57
E01008452,Newcastle upon Tyne 016D,2,"Asian, Asian British or Asian Welsh: Chinese",14
E01008452,Newcastle upon Tyne 016D,3,"Asian, Asian British or Asian Welsh: Indian",52
E01008452,Newcastle upon Tyne 016D,4,"Asian, Asian British or Asian Welsh: Pakistani",451
E01008452,Newcastle upon Tyne 016D,5,"Asian, Asian British or Asian Welsh: Other Asian",33
E01008452,Newcastle upon Tyne 016D,6,"Black, Black British, Black Welsh, Caribbean or African: African",11
E01008452,Newcastle upon Tyne 016D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008452,Newcastle upon Tyne 016D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01008452,Newcastle upon Tyne 016D,9,Mixed or Multiple ethnic groups: White and Asian,18
E01008452,Newcastle upon Tyne 016D,10,Mixed or Multiple ethnic groups: White and Black African,7
E01008452,Newcastle upon Tyne 016D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2
E01008452,Newcastle upon Tyne 016D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,11
E01008452,Newcastle upon Tyne 016D,13,"White: English, Welsh, Scottish, Northern Irish or British",727
E01008452,Newcastle upon Tyne 016D,14,White: Irish,10
E01008452,Newcastle upon Tyne 016D,15,White: Gypsy or Irish Traveller,0
E01008452,Newcastle upon Tyne 016D,16,White: Roma,0
E01008452,Newcastle upon Tyne 016D,17,White: Other White,28
E01008452,Newcastle upon Tyne 016D,18,Other ethnic group: Arab,11
E01008452,Newcastle upon Tyne 016D,19,Other ethnic group: Any other ethnic group,27
E01008453,Newcastle upon Tyne 022E,-8,Does not apply,0
E01008453,Newcastle upon Tyne 022E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",62
E01008453,Newcastle upon Tyne 022E,2,"Asian, Asian British or Asian Welsh: Chinese",26
E01008453,Newcastle upon Tyne 022E,3,"Asian, Asian British or Asian Welsh: Indian",78
E01008453,Newcastle upon Tyne 022E,4,"Asian, Asian British or Asian Welsh: Pakistani",494
E01008453,Newcastle upon Tyne 022E,5,"Asian, Asian British or Asian Welsh: Other Asian",49
E01008453,Newcastle upon Tyne 022E,6,"Black, Black British, Black Welsh, Caribbean or African: African",40
E01008453,Newcastle upon Tyne 022E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",0
E01008453,Newcastle upon Tyne 022E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7
E01008453,Newcastle upon Tyne 022E,9,Mixed or Multiple ethnic groups: White and Asian,18
E01008453,Newcastle upon Tyne 022E,10,Mixed or Multiple ethnic groups: White and Black African,13
E01008453,Newcastle upon Tyne 022E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5
E01008453,Newcastle upon Tyne 022E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,24
E01008453,Newcastle upon Tyne 022E,13,"White: English, Welsh, Scottish, Northern Irish or British",905
E01008453,Newcastle upon Tyne 022E,14,White: Irish,9
E01008453,Newcastle upon Tyne 022E,15,White: Gypsy or Irish Traveller,2
E01008453,Newcastle upon Tyne 022E,16,White: Roma,8
E01008453,Newcastle upon Tyne 022E,17,White: Other White,61
E01008453,Newcastle upon Tyne 022E,18,Other ethnic group: Arab,46
E01008453,Newcastle upon Tyne 022E,19,Other ethnic group: Any other ethnic group,47
E01008455,Newcastle upon Tyne 022G,-8,Does not apply,0
E01008455,Newcastle upon Tyne 022G,1,"Asian, Asian British or Asian Welsh: Bangladeshi",254
E01008455,Newcastle upon Tyne 022G,2,"Asian, Asian British or Asian Welsh: Chinese",7
E01008455,Newcastle upon Tyne 022G,3,"Asian, Asian British or Asian Welsh: Indian",114
E01008455,Newcastle upon Tyne 022G,4,"Asian, Asian British or Asian Welsh: Pakistani",588
E01008455,Newcastle upon Tyne 022G,5,"Asian, Asian British or Asian Welsh: Other Asian",61
E01008455,Newcastle upon Tyne 022G,6,"Black, Black British, Black Welsh, Caribbean or African: African",97
E01008455,Newcastle upon Tyne 022G,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008455,Newcastle upon Tyne 022G,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9
E01008455,Newcastle upon Tyne 022G,9,Mixed or Multiple ethnic groups: White and Asian,8
E01008455,Newcastle upon Tyne 022G,10,Mixed or Multiple ethnic groups: White and Black African,2
E01008455,Newcastle upon Tyne 022G,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01008455,Newcastle upon Tyne 022G,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,13
E01008455,Newcastle upon Tyne 022G,13,"White: English, Welsh, Scottish, Northern Irish or British",245
E01008455,Newcastle upon Tyne 022G,14,White: Irish,3
E01008455,Newcastle upon Tyne 022G,15,White: Gypsy or Irish Traveller,2
E01008455,Newcastle upon Tyne 022G,16,White: Roma,28
E01008455,Newcastle upon Tyne 022G,17,White: Other White,132
E01008455,Newcastle upon Tyne 022G,18,Other ethnic group: Arab,85
E01008455,Newcastle upon Tyne 022G,19,Other ethnic group: Any other ethnic group,78
E01008456,Newcastle upon Tyne 004B,-8,Does not apply,0
E01008456,Newcastle upon Tyne 004B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01008456,Newcastle upon Tyne 004B,2,"Asian, Asian British or Asian Welsh: Chinese",4
E01008456,Newcastle upon Tyne 004B,3,"Asian, Asian British or Asian Welsh: Indian",1
E01008456,Newcastle upon Tyne 004B,4,"Asian, Asian British or Asian Welsh: Pakistani",4
E01008456,Newcastle upon Tyne 004B,5,"Asian, Asian British or Asian Welsh: Other Asian",13
E01008456,Newcastle upon Tyne 004B,6,"Black, Black British, Black Welsh, Caribbean or African: African",34
E01008456,Newcastle upon Tyne 004B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01008456,Newcastle upon Tyne 004B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01008456,Newcastle upon Tyne 004B,9,Mixed or Multiple ethnic groups: White and Asian,3
E01008456,Newcastle upon Tyne 004B,10,Mixed or Multiple ethnic groups: White and Black African,7
E01008456,Newcastle upon Tyne 004B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E01008456,Newcastle upon Tyne 004B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4
E01008456,Newcastle upon Tyne 004B,13,"White: English, Welsh, Scottish, Northern Irish or British",1392
